Price_Billion,Price_Per_m2,Area_m2,District,Ward,Bedrooms,Is_MatTien,Width_m,Floors,Is Hem,Post Time,Toilets,Post_Time
12.83,251.57,51,Tân Bình,9,4,0,3.8,4,1,17/12/2025,4,12/17/2025
2.5,43.86,57,Nhà Bè,Nhà Bè,4,1,4,1,0,17/12/2025,3,12/17/2025
12.85,251.96,51,Tân Bình,9,5,0,3.8,4,1,17/12/2025,4,12/17/2025
6.5,191.18,34,Quận 8,2,3,0,3.3,3.5,1,17/12/2025,3,12/17/2025
2.5,43.86,57,Nhà Bè,Nhà Bè,4,0,4,4,1,17/12/2025,3,12/17/2025
4.8,100,48,Tân Phú,Phú Thạnh,3,0,4,2,1,17/12/2025,2,12/17/2025
36,349.51,103,Quận 2,Thạnh Mỹ Lợi,4,1,5,7,0,17/12/2025,4,12/17/2025
8,133.33,60,Gò Vấp,10,5,0,5,4,1,17/12/2025,4,12/17/2025
2.85,95,30,Bình Tân,Bình Hưng Hòa,2,0,4.9,2,1,17/12/2025,1,12/17/2025
14,145.83,96,Quận 2,Bình An,2,0,5,1,1,17/12/2025,1,12/17/2025
4.1,85.42,48,Quận 12,Trung Mỹ Tây,2,0,3.7,2,1,17/12/2025,2,12/17/2025
5.1,71.83,71,Quận 12,An Phú Đông,3,0,4,2,1,17/12/2025,6,12/17/2025
26.5,98.15,270,Hóc Môn,Hóc Môn,2,1,9,1,0,17/12/2025,2,12/17/2025
25,18.52,1350,Hóc Môn,Tân Xuân,2,1,27,1,0,17/12/2025,2,12/17/2025
28.5,131.94,216,Quận 12,Đông Hưng Thuận,1,1,9,1,0,17/12/2025,1,12/17/2025
7.2,128.57,56,Quận 10,2,4,0,3.5,2,1,17/12/2025,2,12/17/2025
114,95,1200,Quận 12,Đông Hưng Thuận,1,1,15,1,0,17/12/2025,1,12/17/2025
26.5,100.38,264,Hóc Môn,Thị trấn Hóc Môn,1,1,8.82,1,0,17/12/2025,1,12/17/2025
14,70,200,Hóc Môn,Hóc Môn,2,1,8,1,0,17/12/2025,2,12/17/2025
17.5,54.69,320,Quận 12,Thạnh Lộc,2,1,8,1,0,17/12/2025,2,12/17/2025
6.839,100.57,68,Gò Vấp,11,4,0,4,3,1,17/12/2025,3,12/17/2025
2.4,150,16,Quận 8,2,1,0,5,2,1,17/12/2025,1,12/17/2025
4.2,89.36,47,Quận 10,2,3,0,3.1,2,1,17/12/2025,2,12/17/2025
7.5,150,50,Tân Bình,7,3,0,3.1,2,1,17/12/2025,2,12/17/2025
1.02,22.67,45,Nhà Bè,Nhà Bè,1,0,3.5,1,1,17/12/2025,1,12/17/2025
2.95,75.64,39,Nhà Bè,Nhà Bè,4,0,3,1,1,17/12/2025,3,12/17/2025
8.2,273.33,30,Quận 3,5,3,1,3.8,5,0,17/12/2025,4,12/17/2025
25,416.67,60,Quận 10,2,4,1,6,4,0,17/12/2025,7,12/17/2025
7.3,214.71,34,Phú Nhuận,10,3,0,3,3,1,17/12/2025,4,12/17/2025
12.3,68.33,180,Quận 4,13,5,0,40,5,1,17/12/2025,6,12/17/2025
4.35,30.21,144,Bình Chánh,Bình Chánh,3,0,7.4,2,1,17/12/2025,4,12/17/2025
3.85,53.47,72,Quận 12,Tân Thới Hiệp,2,0,4,1,1,17/12/2025,1,12/17/2025
3.98,159.2,25,Quận 8,2,2,0,3.5,3.5,1,17/12/2025,2,12/17/2025
3.99,76.73,52,Quận 12,Hiệp Thành,2,0,4,2,1,17/12/2025,2,12/17/2025
24.8,275.56,90,Tân Bình,2,7,1,4.3,5,0,17/12/2025,6,12/17/2025
3.05,145.24,21,Quận 7,Tân Hưng,2,0,3,2.5,1,17/12/2025,2,12/17/2025
13,72.22,180,Quận 3,6,4,0,12,3,1,17/12/2025,4,12/17/2025
21.5,179.17,120,Quận 6,1,3,1,33,1,0,17/12/2025,3,12/17/2025
6.7,93.06,72,Bình Tân,Bình Hưng Hòa B,4,0,6,3,1,17/12/2025,3,12/17/2025
6.1,59.8,102,Thủ Đức,Hiệp Bình Chánh,5,0,4.3,2,1,17/12/2025,5,12/17/2025
14.5,45.31,320,Hóc Môn,Đông Thạnh,1,1,8,1,0,17/12/2025,1,12/17/2025
30,60,500,Hóc Môn,Bà Điểm,1,1,10,1,0,17/12/2025,1,12/17/2025
8.9,104.71,85,Quận 9,Phước Long A,3,0,5,2,1,17/12/2025,2,12/17/2025
3.7,123.33,30,Bình Tân,Bình Hưng Hòa A,2,0,3,2,1,17/12/2025,2,12/17/2025
5.4,117.39,46,Quận 4,13,4,0,3.5,2,1,17/12/2025,3,12/17/2025
65,317.07,205,Quận 1,Đa Kao,5,1,8,3.5,0,17/12/2025,6,12/17/2025
6.5,185.71,35,Quận 10,2,4,0,3.6,3,1,17/12/2025,3,12/17/2025
11.6,92.8,125,Nhà Bè,Phú Xuân,4,1,5,4.5,0,17/12/2025,5,12/17/2025
6.5,108.33,60,Quận 12,Thạnh Xuân,4,0,4,5,1,17/12/2025,6,12/17/2025
36,500,72,Quận 1,Bến Thành,3,1,20,2.5,0,17/12/2025,3,12/17/2025
5.9,74.68,79,Quận 2,Thạnh Mỹ Lợi,3,0,5.4,2,1,17/12/2025,2,12/17/2025
13.45,103.46,130,Quận 12,Hiệp Thành,6,1,5,4.5,0,17/12/2025,7,12/17/2025
16,60.61,264,Quận 12,Thới An,3,1,12,1,0,17/12/2025,3,12/17/2025
9,136.36,66,Quận 8,3,3,0,4.6,3,1,17/12/2025,3,12/17/2025
9,136.36,66,Quận 8,3,3,0,4.6,3,1,17/12/2025,3,12/17/2025
8.5,77.27,110,Quận 12,Đông Hưng Thuận,4,0,4.6,3,1,17/12/2025,4,12/17/2025
30,11.81,2541,Hóc Môn,Xuân Thới Sơn,2,1,33,1,0,17/12/2025,2,12/17/2025
5.88,101.38,58,Tân Phú,Tân Sơn Nhì,3,0,4.3,1,1,17/12/2025,3,12/17/2025
18,160.71,112,Quận 9,Phước Long B,5,1,1,3,0,17/12/2025,5,12/17/2025
6.8,100,68,Thủ Đức,Hiệp Bình Chánh,3,0,2,3,1,17/12/2025,2,12/17/2025
4.7,117.5,40,Tân Phú,Phú Thọ Hòa,1,0,4,2,1,17/12/2025,1,12/17/2025
14,36.84,380,Hóc Môn,Tân Xuân,3,1,10,1,0,17/12/2025,3,12/17/2025
2.65,50.96,52,Quận 10,15,2,1,7,1,0,17/12/2025,1,12/17/2025
12.3,136.67,90,Gò Vấp,1,6,1,5.2,5,0,17/12/2025,6,12/17/2025
55,447.15,123,Quận 10,14,3,1,6,2,0,17/12/2025,3,12/17/2025
13.5,210.94,64,Quận 10,2,5,1,4,4,0,17/12/2025,5,12/17/2025
1.8,52.94,34,Nhà Bè,Nhà Bè,2,0,4.3,1,1,17/12/2025,2,12/17/2025
9.59,195.71,49,Quận 7,Tân Phong,6,0,7,3.5,1,17/12/2025,4,12/17/2025
4.68,180,26,Tân Bình,4,2,0,3.5,3,1,17/12/2025,3,12/17/2025
2.75,161.76,17,Tân Bình,2,2,0,2.6,3,1,17/12/2025,3,12/17/2025
15.8,109.72,144,Quận 7,Phú Mỹ,2,1,9.5,1,0,17/12/2025,2,12/17/2025
5.6,93.33,60,Bình Tân,Bình Hưng Hòa A,6,1,4,5,0,17/12/2025,7,12/17/2025
92,72.56,1268,Thủ Đức,Tam Bình,24,1,21,1,0,17/12/2025,26,12/17/2025
5.2,61.9,84,Gò Vấp,3,3,0,1,2,1,17/12/2025,3,12/17/2025
22,550,40,Quận 1,Bến Thành,5,1,3,4,0,17/12/2025,5,12/17/2025
6.6,157.14,42,Quận 8,3,2,0,3.5,2,1,17/12/2025,2,12/17/2025
6.6,157.14,42,Quận 8,3,2,0,3.5,2,1,17/12/2025,2,12/17/2025
9,150,60,Gò Vấp,1,3,1,4,5,0,17/12/2025,5,12/17/2025
3.3,70.21,47,Tân Phú,Tân Quý,2,0,4.05,2,1,17/12/2025,1,12/17/2025
16.8,36.36,462,Bình Chánh,Bình Chánh,4,0,5,1,1,17/12/2025,3,12/17/2025
7,97.22,72,Bình Tân,Bình Hưng Hòa B,4,1,4,3.5,0,17/12/2025,3,12/17/2025
8.2,67.21,122,Gò Vấp,12,5,0,6,3.5,1,17/12/2025,3,12/17/2025
4.65,83.04,56,Quận 12,Thới An,2,0,4.3,2,1,17/12/2025,2,12/17/2025
5.59,111.8,50,Quận 12,Thạnh Lộc,4,0,4.3,4.5,1,17/12/2025,4,12/17/2025
16,62.26,257,Quận 12,Thới An,1,0,12,1,1,17/12/2025,1,12/17/2025
15.6,111.43,140,Bình Chánh,Bình Chánh,3,1,7,3,0,17/12/2025,4,12/17/2025
39,14.23,2740,Quận 12,Thới An,2,1,20,1,0,17/12/2025,2,12/17/2025
12.2,152.5,80,Cần Giờ,Thị trấn Cần Thạnh,6,0,1.2,4,1,17/12/2025,3,12/17/2025
5.18,123.33,42,Quận 8,3,4,0,3.8,4.5,1,17/12/2025,4,12/17/2025
5.95,123.96,48,Quận 8,15,3,0,4,4.5,1,17/12/2025,4,12/17/2025
3.78,67.5,56,Hóc Môn,Trung Chánh,3,0,4,2,1,17/12/2025,2,12/17/2025
7.29,72.9,100,Quận 9,Phước Long B,4,0,5,2,1,17/12/2025,3,12/17/2025
47,228.16,206,Quận 1,Tân Định,5,1,4.5,2,0,17/12/2025,4,12/17/2025
5.499,161.74,34,Quận 10,2,2,1,3.1,1,0,17/12/2025,2,12/17/2025
9,56.25,160,Quận 8,12,4,1,5.5,2,0,17/12/2025,3,12/17/2025
8.65,120.14,72,Quận 12,Trung Mỹ Tây,6,0,6,6,1,17/12/2025,6,12/17/2025
26.5,100.38,264,Hóc Môn,Hóc Môn,1,1,8.82,1,0,17/12/2025,1,12/17/2025
6.1,63.54,96,Thủ Đức,Hiệp Bình Chánh,2,0,4,2,1,17/12/2025,2,12/17/2025
7.19,92.18,78,Gò Vấp,12,4,0,5.5,4,1,17/12/2025,6,12/17/2025
6.2,92.54,67,Quận 3,11,2,0,6.5,2,1,17/12/2025,2,12/17/2025
5.5,64.71,85,Quận 3,11,2,0,8,2,1,17/12/2025,2,12/17/2025
18.5,264.29,70,Quận 10,2,10,1,4.5,5,0,17/12/2025,4,12/17/2025
6.4,98.46,65,Quận 9,Phước Long A,2,0,4.2,2,1,10/12/2025,2,12/10/2025
6.6,77.65,85,Quận 9,Phước Long A,6,0,4.7,3,1,10/12/2025,5,12/10/2025
7.1,45.51,156,Quận 12,Tân Chánh Hiệp,1,1,9.79,1,0,10/12/2025,1,12/10/2025
20,125,160,Quận 12,Trung Mỹ Tây,30,1,8,5.5,0,10/12/2025,30,12/10/2025
8.49,99.88,85,Quận 12,Hiệp Thành,4,1,4,3,0,10/12/2025,3,12/10/2025
44,314.29,140,Quận 2,Thảo Điền,4,0,7,3,1,10/12/2025,5,12/10/2025
17.6,303.45,58,Tân Bình,10,5,1,15,6,0,10/12/2025,4,12/10/2025
13.9,193.06,72,Gò Vấp,6,5,1,4.2,7,0,10/12/2025,7,12/10/2025
12.55,232.41,54,Quận 7,Phú Mỹ,4,1,4.5,3.5,0,10/12/2025,3,12/10/2025
12.5,166.67,75,Quận 8,4,5,1,5.6,4,0,10/12/2025,5,12/10/2025
8.7,102.35,85,Quận 9,Phước Long B,5,1,4,1,0,10/12/2025,3,12/10/2025
6.18,167.03,37,Gò Vấp,16,3,0,4.1,4,1,10/12/2025,4,12/10/2025
4.89,72.99,67,Quận 3,11,3,0,3,4,1,10/12/2025,3,12/10/2025
9.4,177.36,53,Tân Phú,Tân Sơn Nhì,4,0,4,4,1,10/12/2025,4,12/10/2025
9.5,95,100,Quận 8,3,4,0,5,3,1,10/12/2025,5,12/10/2025
9.5,95,100,Quận 8,3,4,0,5,3,1,10/12/2025,5,12/10/2025
23,230,100,Quận 2,Bình An,4,0,5,4.5,1,17/12/2025,5,12/17/2025
7.6,126.67,60,Tân Phú,Phú Thạnh,3,1,4,3,0,17/12/2025,2,12/17/2025
5.8,100,58,Quận 9,Tăng Nhơn Phú A,4,0,4,3,1,17/12/2025,3,12/17/2025
16,66.67,240,Quận 12,Hiệp Thành,10,1,7,3,0,17/12/2025,10,12/17/2025
3.75,50,75,Nhà Bè,Nhà Bè,2,0,4,2,1,17/12/2025,3,12/17/2025
14.5,345.24,42,Phú Nhuận,13,3,0,3.9,5,1,17/12/2025,4,12/17/2025
5.8,81.69,71,Thủ Đức,Bình Chiểu,3,0,4.2,3,1,17/12/2025,3,12/17/2025
17.5,286.89,61,Quận 1,Bến Thành,5,1,11.55,3,0,17/12/2025,5,12/17/2025
5.8,107.41,54,Quận 12,Thới An,2,1,4,2,0,17/12/2025,2,12/17/2025
6.35,109.48,58,Quận 12,An Phú Đông,3,0,4,3,1,17/12/2025,4,12/17/2025
12.59,233.15,54,Quận 7,Phú Mỹ,4,0,4.5,3.5,1,17/12/2025,5,12/17/2025
11,146.67,75,Gò Vấp,1,4,1,4.3,3.5,0,17/12/2025,4,12/17/2025
5.6,84.85,66,Quận 8,5,2,0,4.1,2.5,1,17/12/2025,3,12/17/2025
3.4,32.69,104,Thủ Đức,Tam Bình,3,0,6,1,1,17/12/2025,2,12/17/2025
5.38,56.63,95,Quận 12,Thạnh Lộc,3,0,5.4,1,1,10/12/2025,2,12/10/2025
4.1,87.23,47,Quận 12,Trung Mỹ Tây,2,0,2,2,1,10/12/2025,2,12/10/2025
69,174.68,395,Bình Thạnh,3,4,1,19,2,0,10/12/2025,4,12/10/2025
5.6,60.22,93,Quận 9,Tăng Nhơn Phú A,2,0,2,1,1,10/12/2025,2,12/10/2025
8.6,153.57,56,Quận 9,Hiệp Phú,3,0,4,3,1,10/12/2025,2,12/10/2025
14.5,44.75,324,Hóc Môn,Đông Thạnh,3,1,8,1,0,10/12/2025,2,12/10/2025
12.5,166.67,75,Quận 8,4,5,1,5.6,4,0,10/12/2025,5,12/10/2025
23.6,112.92,209,Quận 7,Phú Thuận,6,1,6,3,0,10/12/2025,6,12/10/2025
3.99,51.15,78,Nhà Bè,Nhà Bè,3,0,4,1,1,10/12/2025,2,12/10/2025
10.2,75.56,135,Quận 2,Bình Trưng Tây,3,0,5,1,1,10/12/2025,2,12/10/2025
7.4,110.45,67,Tân Phú,Phú Thọ Hòa,3,0,4,2,1,10/12/2025,2,12/10/2025
4.68,66.86,70,Quận 12,Tân Chánh Hiệp,2,0,5,3,1,10/12/2025,2,12/10/2025
7,87.5,80,Bình Tân,Bình Trị Đông,5,0,4.2,5,1,10/12/2025,6,12/10/2025
8.05,118.38,68,Thủ Đức,Linh Đông,4,0,5.8,4,1,17/12/2025,4,12/17/2025
16,258.06,62,Quận 3,2,4,0,5.8,3,1,17/12/2025,3,12/17/2025
7.5,93.75,80,Tân Bình,7,2,0,3,2,1,17/12/2025,2,12/17/2025
3.68,102.22,36,Quận 12,Thạnh Lộc,4,0,4,4,1,17/12/2025,3,12/17/2025
17.8,287.1,62,Quận 1,Bến Thành,5,0,3.8,2,1,17/12/2025,5,12/17/2025
6,105.26,57,Quận 2,Cát Lái,6,0,7,3,1,17/12/2025,5,12/17/2025
15.4,213.89,72,Quận 8,1,4,1,6,1,0,17/12/2025,3,12/17/2025
15.5,147.62,105,Tân Bình,11,5,1,5.5,3,0,17/12/2025,5,12/17/2025
75,176.47,425,Tân Phú,Tân Quý,3,0,15,4,1,17/12/2025,3,12/17/2025
4.95,91.67,54,Bình Thạnh,13,2,0,5.9,1.5,1,17/12/2025,1,12/17/2025
7.4,200,37,Gò Vấp,16,4,0,3.6,5,1,17/12/2025,4,12/17/2025
8,111.11,72,Gò Vấp,1,4,0,4,3.5,1,17/12/2025,5,12/17/2025
8.6,107.5,80,Quận 9,Phước Bình,5,0,4,4,1,17/12/2025,4,12/17/2025
6.8,89.47,76,Bình Tân,Bình Trị Đông B,4,1,4.2,3,0,17/12/2025,3,12/17/2025
6.95,128.7,54,Quận 12,Thạnh Lộc,5,0,4,7,1,10/12/2025,6,12/10/2025
5.25,154.41,34,Quận 8,1,2,0,3.8,3.5,1,10/12/2025,2,12/10/2025
6.65,102.31,65,Gò Vấp,11,4,0,4,3.5,1,10/12/2025,3,12/10/2025
28,44.87,624,Hóc Môn,Tân Xuân,4,0,12,1,1,10/12/2025,4,12/10/2025
25,208.33,120,Quận 10,2,6,1,6,3,0,10/12/2025,13,12/10/2025
18.5,264.29,70,Quận 10,2,10,1,4.5,5,0,10/12/2025,4,12/10/2025
6.2,31,200,Thủ Đức,Linh Xuân,4,0,4,3.5,1,10/12/2025,3,12/10/2025
8,160,50,Quận 7,Tân Quy,2,1,4,2,0,10/12/2025,2,12/10/2025
4.5,86.54,52,Quận 12,Trung Mỹ Tây,2,0,4,2,1,10/12/2025,2,12/10/2025
8.6,68.8,125,Quận 9,Tăng Nhơn Phú A,3,0,5,3,1,10/12/2025,4,12/10/2025
12.5,166.67,75,Quận 8,4,5,1,5.6,4,0,10/12/2025,5,12/10/2025
9.45,111.18,85,Quận 12,Hiệp Thành,4,0,5,4.5,1,10/12/2025,4,12/10/2025
6.78,183.24,37,Quận 10,2,3,0,4.3,3,1,10/12/2025,3,12/10/2025
7.4,142.31,52,Thủ Đức,Linh Đông,6,0,5.8,4,1,10/12/2025,6,12/10/2025
6.78,183.24,37,Quận 10,2,3,0,4.3,3,1,10/12/2025,3,12/10/2025
16,52.12,307,Hóc Môn,Thị trấn Hóc Môn,4,1,1,2,0,10/12/2025,3,12/10/2025
6.7,109.84,61,Tân Phú,Tây Thạnh,3,1,4.5,1,0,10/12/2025,3,12/10/2025
1.55,7.67,202,Bình Tân,Bình Trị Đông,2,1,11,1,0,10/12/2025,2,12/10/2025
4.2,200,21,Bình Thạnh,25,4,0,3.6,4,1,10/12/2025,3,12/10/2025
4.6,92,50,Thủ Đức,Tam Bình,4,0,8,4,1,10/12/2025,3,12/10/2025
4.65,89.42,52,Quận 12,Tân Thới Hiệp,2,0,4,2,1,10/12/2025,2,12/10/2025
29.45,267.73,110,Tân Bình,6,6,1,4.5,5,0,10/12/2025,7,12/10/2025
29.45,267.73,110,Tân Bình,6,6,1,4.5,5,0,10/12/2025,7,12/10/2025
4,78.43,51,Quận 12,Tân Chánh Hiệp,3,0,4,2,1,10/12/2025,2,12/10/2025
5.949,106.23,56,Bình Tân,Bình Hưng Hòa,4,0,4,3,1,10/12/2025,5,12/10/2025
28,70,400,Quận 12,Thạnh Xuân,6,1,11,4,0,10/12/2025,6,12/10/2025
6,65.93,91,Quận 12,Thới An,3,0,8,2,1,10/12/2025,2,12/10/2025
7,87.5,80,Tân Phú,Tân Quý,3,1,4,2.5,0,10/12/2025,2,12/10/2025
8.9,80.91,110,Quận 9,Phước Long A,2,0,6.2,2,1,10/12/2025,1,12/10/2025
8.8,75.21,117,Quận 12,Hiệp Thành,1,1,5,1,0,10/12/2025,1,12/10/2025
9.5,14.62,650,Củ Chi,Bình Mỹ,1,0,14,1,1,10/12/2025,1,12/10/2025
9.89,190.19,52,Quận 12,Tân Thới Nhất,6,1,2,6,0,10/12/2025,6,12/10/2025
8.89,108.41,82,Tân Phú,Sơn Kỳ,4,0,4.8,3.5,1,10/12/2025,3,12/10/2025
95,31.67,3000,Quận 12,Thạnh Xuân,2,1,27,1,0,10/12/2025,2,12/10/2025
12,150,80,Quận 7,Tân Quy,2,1,4,3,0,10/12/2025,3,12/10/2025
7,116.67,60,Quận 8,4,3,0,4,2.5,1,10/12/2025,2,12/10/2025
6.29,64.18,98,Bình Tân,Bình Hưng Hòa B,3,1,5,1,0,10/12/2025,3,12/10/2025
6.7,98.53,68,Bình Tân,Bình Hưng Hòa B,4,0,4,3,1,10/12/2025,3,12/10/2025
16.8,210,80,Quận 7,Phú Mỹ,6,1,4,5,0,10/12/2025,5,12/10/2025
55,65.48,840,Thủ Đức,Hiệp Bình Phước,6,1,26,4,0,10/12/2025,6,12/10/2025
15,93.75,160,Quận 7,Phú Thuận,4,1,5,3,0,10/12/2025,3,12/10/2025
19.9,173.04,115,Quận 5,1,9,0,6.5,4.5,1,10/12/2025,3,12/10/2025
4.65,81.58,57,Quận 12,Thạnh Xuân,4,0,4.5,4,1,10/12/2025,4,12/10/2025
23,310.81,74,Quận 10,2,14,1,6,4,0,10/12/2025,8,12/10/2025
25,208.33,120,Quận 10,2,6,1,6,3,0,10/12/2025,13,12/10/2025
27,450,60,Quận 10,2,4,1,6,4,0,10/12/2025,7,12/10/2025
13,118.18,110,Quận 12,Hiệp Thành,3,1,4.5,4.5,0,10/12/2025,4,12/10/2025
7.7,20.1,383,Hóc Môn,Nhị Bình,1,0,8,1,1,10/12/2025,1,12/10/2025
8.99,59.93,150,Quận 12,Tân Chánh Hiệp,4,1,5.2,3.5,0,10/12/2025,3,12/10/2025
7,100,70,Quận 2,Bình Trưng Đông,4,0,4,1,1,10/12/2025,4,12/10/2025
6.2,56.36,110,Quận 12,Thới An,2,1,5,1,0,10/12/2025,2,12/10/2025
8,53.33,150,Hóc Môn,Hóc Môn,4,1,5,2,0,10/12/2025,3,12/10/2025
17,265.62,64,Quận 8,2,6,1,4,5,0,10/12/2025,4,12/10/2025
5.85,130,45,Gò Vấp,14,3,0,4.4,3,1,10/12/2025,3,12/10/2025
10.98,150.41,73,Tân Bình,4,5,0,4.5,3,1,10/12/2025,4,12/10/2025
10.96,150.14,73,Tân Bình,4,4,0,4.5,3,1,10/12/2025,4,12/10/2025
5.7,101.79,56,Gò Vấp,7,4,0,5,2,1,10/12/2025,4,12/10/2025
7.3,146,50,Tân Phú,Tân Quý,3,0,4.4,1,1,10/12/2025,3,12/10/2025
7.94,152.69,52,Gò Vấp,4,3,0,4,4.5,1,10/12/2025,3,12/10/2025
8.6,52.44,164,Hóc Môn,Đông Thạnh,1,1,30,1,0,10/12/2025,1,12/10/2025
7.1,44.65,159,Quận 12,Tân Chánh Hiệp,1,1,9.8,1,0,10/12/2025,1,12/10/2025
3.2,82.05,39,Quận 8,6,1,0,3,1,1,10/12/2025,1,12/10/2025
3.28,68.33,48,Nhà Bè,Nhà Bè,2,0,4,2,1,10/12/2025,2,12/10/2025
12.8,76.19,168,Thủ Đức,Trường Thọ,8,0,4,4,1,10/12/2025,8,12/10/2025
13,23.21,560,Hóc Môn,Xuân Thới Đông,10,1,16,1,0,10/12/2025,10,12/10/2025
4.48,81.45,55,Quận 12,An Phú Đông,3,0,5,1,1,10/12/2025,3,12/10/2025
14,35,400,Hóc Môn,Trung Chánh,1,0,16,1,1,10/12/2025,1,12/10/2025
15,36.86,407,Quận 12,Thạnh Xuân,4,1,5.5,4,0,10/12/2025,4,12/10/2025
17,154.55,110,Quận 12,Thạnh Lộc,8,1,5,6.5,0,10/12/2025,9,12/10/2025
8.9,31.79,280,Quận 3,12,5,1,5,5,0,10/12/2025,6,12/10/2025
4.8,68.57,70,Gò Vấp,4,2,0,4,5,1,10/12/2025,1,12/10/2025
15.7,29.51,532,Thủ Đức,Linh Đông,19,0,19,1,1,10/12/2025,19,12/10/2025
14.95,93.44,160,Quận 12,Hiệp Thành,6,1,10,4.5,0,10/12/2025,6,12/10/2025
3.4,70.83,48,Quận 12,Trung Mỹ Tây,2,0,4,1,1,10/12/2025,1,12/10/2025
10,83.33,120,Quận 9,Hiệp Phú,3,1,5,1,0,10/12/2025,3,12/10/2025
7.65,139.09,55,Gò Vấp,1,3,1,3.1,2,0,10/12/2025,3,12/10/2025
4.3,100,43,Tân Phú,Tân Sơn Nhì,2,0,4.2,2,1,10/12/2025,2,12/10/2025
5.5,58.51,94,Tân Bình,5,2,0,30,2,1,10/12/2025,2,12/10/2025
68.9,656.19,105,Quận 5,3,5,1,7,4,0,10/12/2025,5,12/10/2025
636,778.46,817,Quận 3,6,9,1,21,3,0,10/12/2025,6,12/10/2025
7.8,109.86,71,Bình Tân,Bình Hưng Hòa A,4,0,4.5,4.5,1,10/12/2025,5,12/10/2025
15,150,100,Gò Vấp,16,20,0,5,6,1,10/12/2025,21,12/10/2025
5.1,182.14,28,Quận 8,9,3,0,3.5,4,1,10/12/2025,3,12/10/2025
56,96.89,578,Bình Tân,Bình Hưng Hòa A,2,1,16,1,0,10/12/2025,2,12/10/2025
9.8,181.48,54,Gò Vấp,10,3,1,3.3,2,0,10/12/2025,4,12/10/2025
3.738,113.27,33,Tân Phú,Tân Quý,2,0,3.7,2,1,10/12/2025,2,12/10/2025
7.5,117.19,64,Quận 7,Tân Quy,4,0,4,1,1,10/12/2025,4,12/10/2025
28.5,252.21,113,Quận 1,Tân Định,5,0,6.4,4.5,1,10/12/2025,6,12/10/2025
8,181.82,44,Quận 7,Tân Hưng,2,1,3.7,2,0,10/12/2025,12,12/10/2025
16.9,228.38,74,Phú Nhuận,13,4,0,4.6,3.5,1,10/12/2025,6,12/10/2025
4.3,71.67,60,Gò Vấp,4,2,0,4,1,1,10/12/2025,1,12/10/2025
4.5,128.57,35,Quận 12,Hiệp Thành,4,0,17,3.5,1,10/12/2025,3,12/10/2025
7.5,66.96,112,Quận 12,Tân Chánh Hiệp,1,1,4,1,0,10/12/2025,1,12/10/2025
6.1,89.71,68,Quận 9,Tăng Nhơn Phú A,3,0,4.5,2,1,10/12/2025,2,12/10/2025
52,123.81,420,Thủ Đức,Hiệp Bình Phước,3,1,12,1,0,10/12/2025,3,12/10/2025
7.9,123.44,64,Thủ Đức,Trường Thọ,4,0,4,4,1,10/12/2025,3,12/10/2025
15.9,227.14,70,Quận 3,4,4,1,4.4,5,0,3/12/2025,4,12/3/2025
8.9,139.06,64,Gò Vấp,1,4,0,4,4.5,1,3/12/2025,5,12/3/2025
4.18,160.77,26,Quận 8,9,3,0,3,3.5,1,3/12/2025,3,12/3/2025
15.5,176.14,88,Tân Phú,Tân Quý,2,1,5.6,2,0,3/12/2025,2,12/3/2025
7.5,73.53,102,Quận 8,5,6,0,4.1,3,1,3/12/2025,7,12/3/2025
4.48,124.44,36,Bình Thạnh,17,2,0,3.6,2,1,3/12/2025,2,12/3/2025
45,112.5,400,Gò Vấp,4,1,1,10,10,0,3/12/2025,1,12/3/2025
19.5,198.98,98,Bình Thạnh,11,4,1,6,3,0,13/03/2025,4,3/13/2025
5.75,191.67,30,Quận 10,2,4,0,3.8,4,1,30/03/2025,4,3/30/2025
4.9,102.08,48,Quận 12,Tân Thới Hiệp,3,0,4,3,1,26/03/2025,4,3/26/2025
15.9,176.67,90,Tân Phú,Tây Thạnh,3,1,6.6,2,0,31/03/2025,2,3/31/2025
4.4,78.57,56,Bình Tân,An Lạc,2,0,4,2,1,24/03/2025,1,3/24/2025
22.9,114.5,200,Gò Vấp,6,18,1,8.6,4,0,17/03/2025,18,3/17/2025
5.8,89.23,65,Tân Phú,Phú Trung,3,0,2,2,1,4/3/2025,2,3/4/2025
4.33,88.37,49,Quận 8,7,4,0,4,3.5,1,31/03/2025,3,3/31/2025
6.8,130.77,52,Quận 8,1,4,1,3.9,2.5,0,13/03/2025,2,3/13/2025
5.2,83.87,62,Quận 12,Tân Chánh Hiệp,3,0,4,1,1,25/03/2025,4,3/25/2025
6.5,100,65,Thủ Đức,Linh Tây,4,1,5.6,2,0,6/3/2025,3,3/6/2025
3.55,122.41,29,Quận 8,3,2,1,3,3,0,11/3/2025,2,3/11/2025
7.9,129.51,61,Gò Vấp,14,4,0,4.6,4,1,8/3/2025,3,3/8/2025
10,38.46,260,Thủ Đức,Linh Chiểu,17,0,8,1,1,28/03/2025,17,3/28/2025
4.89,94.04,52,Quận 12,Tân Thới Hiệp,4,1,4,3.5,0,28/03/2025,3,3/28/2025
7,70,100,Quận 12,Tân Thới Hiệp,1,1,5,1,0,29/03/2025,1,3/29/2025
82,773.58,106,Quận 1,Nguyễn Thái Bình,5,1,6.4,7,0,9/3/2025,5,3/9/2025
